show_name,parent_category,middle_category,child_category,address,tel,google_url
Bar & Dining TORRENT（トレント）／SHIBUYA STREAM HOTEL,飲食,外国料理,その他,渋谷区渋谷3-21-3SHIBUYA STREAM HOTEL 4F,03-6427-1358,https://www.tokyuhotels.co.jp/shibuyastream/restaurant/index.html
バーイチイチ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西2-8-9代官山宝ビル6,080-1765-9845,
Bar 糸,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿4-11-8グランヌーノ301,03-6432-5593,
Bar Winny,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-29-18清水ビル8階,03-6416-0478,
BAR UIGEADAIL,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-16-2ASP笹塚ビル4F,070-9200-3729,https://www.bar-uigeadail.com/
BAR EBIS 29,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-23-10LCUBE EBIS 5F,090-1700-2829,
バーエボニー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-18-2上村ビルB1F,03-6427-0850,
Bar  M13,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-32-10ラックビル5階,090-7355-0344,
BarLm.,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷2丁目12番11号B1F渋谷KKビル,03-6450-5007,
BAR A seat,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神泉町1-19美幸ビル1階,03-5458-4110,
BAR ŌMORI,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1丁目51ー6,080-4772-1211,
BAR風木,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南1-1-4村田ビル3F,03-3760-1101,
Bar希望,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神山町7-8,03-3465-7577,
Bar QB,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1-4-8Breeze Ebisu 2階,090-5629-3094,
バーグラベル,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-13-2エンドウビル1階,03-3374-8763,
Bar×Grill Lust,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-23-13渋谷デリタワー8階,03-6455-2258,https://retty.me/area/PRE13/ARE8/SUB806/100001631473/
BAR CORRYVRECKAN,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷2丁目43ー11永和ビル富ヶ谷3階,080-3504-1815,https://www.instagram.com/barcorryvreckan?igsh=bnp1M290a2hpYTBi&utm_source=qr
ば〜ささめ,飲食,居酒屋,居酒屋,渋谷区円山町1-18峯ビル2階,090-8721-8333,
BAR-SARAKA,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-43-23代々木公園ガーデニア104,070-5573-7405,
BAR31°,飲食,居酒屋,ダイニング・バー,渋谷区円山町1-18ミネビル3F,090-2263-7099,
BAR 30 CLUB,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-23-11トウショウビル3F,03-3496-7907,
BAR SHIBUYA KALLAS(カラス,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-23-13渋谷デリタワー10階,03-3461-7833,https://www.instagram.com/p/CkaTA-suVNg/?igshid=YmMyMTA2M2Y=
BARSync,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-8-7三恵エイトビル102,03-6721-9730,
barSeaRoom(バーシールーム),飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷1-33-6UH幡ヶ谷102,03-6407-0907,https://instagram.com/barsearoom?igshid=YmMyMTA2M2Y=
Virgin Swan,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区恵比寿西1丁目14番6号ハギワラビル6地下1階,03-6416-0200,
Bar CEP・DOR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-6-3道玄坂パールビル2F,03-3780-5844,
バーダヴィー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神山町5-6酒販会館2階,090-1360-1630,
bar蕾,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-19-6津田ソシアルビル001 地下一階,080-6315-5779,
BAR TRUST,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-22-10カマスヤビル地下1階,03-3449-8732,
BARDEBIS,飲食,外国料理,スペイン料理,渋谷区恵比寿1-22-14石井ビルB1F,03-6450-2774,
Bar Dragon Fruit,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区西原3-24-12テラ代々木上原103,03-5454-0021,https://www.bardragonfruit.com/
Bar dritt,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西2-2-6恵比寿ファイブビル101号,03-5489-5532,
BAR　natural,飲食,その他(バー・クラブ・スナックなど),バー,,03-4363-5627,
バーニット,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区西原2-28-4宮嶋ビルB1,03-6407-9626,
barHitari,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-10-7シャトレー代々木第一ビル　B1階,080-8358-0730,
BAR日知屋,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-17-9ヴェラハイツ道玄坂 1F,03-6416-3639,https://g.co/kgs/K8KhHJ
BAR FLAT,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-54-2小林ビルB1,070-8308-5313,
BARBUSHITSU,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南1-8-8リアルミホビル3F,090-7230-0075,
Bar Brown Tokyo,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-25-3EBISU HANA BLDG B1,03-6303-0301,
バーベベ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木1-41-3タキガワビル1階,070-4412-6226,https://www.instagram.com/yoyogi.bebe/
Bar Perche,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前2-3-30第二竹上ビル101,03-6459-2855,
Bar PotStill,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-20-12MT道玄坂ビルB1,03-5459-2733,
Bar 松虎,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区広尾1-16-2VORT恵比寿II 2F,03-3444-9333,
BAR mArs EBISU,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-22-27マガザン恵比寿9F,090-7249-0877,
Bar MIZ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷2-2-4青山アルコーブ203,03-6433-5906,
BAR木蓮,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-8-15KODAビル幡ヶ谷303,03-5309-2393,
Bar夜行,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区桜丘町16-2サクラブルーム201,03-3461-2286,
BAR LOUNGE VIVI,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-12-7三恵31ビル 6階C,03-3441-6119,
バーリムショット,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-41-17滝沢ビルB1,03-6300-4748,
Bar Ring…,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-19-1ザ・シティ笹塚8F,03-5843-5181,
バー・ロカイユ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神南1-3-3サンフォーレスト601,03-6452-5606,
Bar Wasabi,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区千駄ヶ谷3ー27ー4 小林ビル 1F,03-6434-0234,
バー・クィール,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木5-55-7N-LAND YOYOGI601号室,03-6407-8910,
パイルカフェ,飲食,外国料理,その他,渋谷区恵比寿西1-8-2ウエストパレスビル207,03-3770-2615,
Pintology,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚1-33-10香樹ハイツ101,070-4339-5532,https://www.instagram.com/pintologytokyo/
パスタンダードウエハラ,飲食,居酒屋,居酒屋,渋谷区西原3-3-3三誠ビルディング102,03-6407-8100,
パチパチミートカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区幡ヶ谷2丁目1-1都営幡ヶ谷2丁目アパート1号棟116号,080-4461-9235,
パドラーズ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原2-26-5,03-5738-7281,
パニーニ一番,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷1-21-3明治屋ビル 1階,03-6447-0940,
PUBLIC HOUSE EPILOGUE,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区恵比寿南恵比寿1-6-3ゼネラルビル恵比寿イーストB1,03-3441-3588,
パラドール,飲食,外国料理,スペイン料理,渋谷区恵比寿南2-3-1パイザ恵比寿ビル2F,03-6412-8077,
パリバール,飲食,外国料理,インド料理,渋谷区幡ヶ谷2-7-9-2f,03-6276-7925,
parc,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町41-26パピエビル101,03-6427-8092,
パンコントマテ 代々木,飲食,外国料理,イタリア料理,渋谷区代々木1-58-7ヴェラハイツ代々木206,03-6276-7302,
パンツェロッテリア,飲食,外国料理,イタリア料理,渋谷区松濤2-14-12シャンボール松濤105,080-2675-7216,
パンとコーヒーの店ジャムハウス,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原1-35-8ジャムハウス,03-3468-2807,
parkcafe,飲食,喫茶店・カフェ,その他,渋谷区上原吉野ビルB1F,03-6407-1359,
パークカフェ渋谷区立中央図書館店,飲食,喫茶店・カフェ,その他,渋谷区神宮前1丁目4-1渋谷区立中央図書館,03-6407-1359,
東,飲食,日本料理,小料理,渋谷区西原1-13-5,03-3466-6064,
東松山の秘伝みそだれ　やきとりマルヒ,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-8-4屋宮ビル1階,03-6412-7392,https://tabelog.com/tokyo/A1303/A130302/13301582/
ひがしラウンジ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区東3‐14‐13,03-5466-2681,
ひしゅうや,飲食,居酒屋,居酒屋,渋谷区円山町18番2号藤田ハイツ1F,03-3463-0075,
ひととき,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町27-3円山町ビル2階,080-4406-2455,
ひととき　幡ヶ谷,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-8-15KODAビル幡ヶ谷201,090-2470-0908,
日々薬,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区神宮前5-11-8T&Mビル　B1F,03-6434-1226,
日々ごはん 穂の間。,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-53-2辰美ビル,03-6804-8571,
ヒマラヤカリー参宮橋店,飲食,外国料理,インド料理,渋谷区代々木4-6-1,03-6410-8455,
秘蜜な焼き芋,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-7-2,090-3333-8954,
ひょうたん,飲食,居酒屋,居酒屋,渋谷区神宮前3-25-7,03-3478-0582,
広瀬,飲食,日本料理,小料理,渋谷区道玄坂1-13-2MMビル2F,03-5456-8181,
HERO,飲食,その他(バー・クラブ・スナックなど),ラウンジ,渋谷区道玄坂2-8-8コスモ渋谷会館103号,03-3461-2555,
beer bar Cyblume,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町1番3号SKビル1階,080-8119-9566,
ビアブレインハラジュク,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前2-18-19the Folks BY IOQ 1F SHOP4,080-9664-7170,
ビオ・オジヤン・カフェ原宿本店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-26-28ヤナイビル1F,03-3746-5990,
ビグ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-19-14,03-3461-8574,
美神鶏,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-3-10ファイブアネックス2F,03-5459-5700,
ビストロ ココ 路地裏,飲食,外国料理,イタリア料理,渋谷区神宮前2-20-5コンフォール神宮前1F,03-6447-5285,
Bistro&Cafe 十字屋　TOMIGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-14-13メゾンテオブロマ1F,03-6407-9384,
ビストロ　イズミー,飲食,外国料理,フランス料理,渋谷区幡ヶ谷1-9-6リッツ幡ヶ谷102,03-6383-4415,
ビストロエビス,飲食,外国料理,フランス料理,渋谷区東3-15-8小澤ビル101,03-6427-3789,
Bistro Kou,飲食,外国料理,イタリア料理,渋谷区神宮前3-25-7丹治ビル1F,03-3401-3795,
ビストロコージー,飲食,外国料理,無国籍料理,渋谷区初台初台1-7-6,03-3370-3587,
BISTRO SAVEUR　（ビストロサヴェール）,飲食,外国料理,その他,渋谷区恵比寿南1丁目17-17TimeZoneテラスビル3階全号室,03-6452-3168,
ビストロジャズキッサ,飲食,外国料理,フランス料理,渋谷区恵比寿2-1-5佐々木ビルB102,090-8644-2214,
ビストロ神六,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前5-11-8K&TTビル,03-6434-1226,
bistrot SEMAILLES,飲食,外国料理,フランス料理,渋谷区上原1-3-8ル・パルク上原102,070-4466-3968,
ビストロ武生,飲食,居酒屋,居酒屋,渋谷区本町2-32-4はっちょうビル,03-3377-9940,
ビストロデコ／ガレットデコ,飲食,外国料理,フランス料理,渋谷区笹塚3-19-6萩原ビル1階,03-6304-2855,
ビストロとサカバTAKE,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1-14-14スタンフォードアネックスビル1階,03-3467-9333,
ビストロブラウン,飲食,ステーキ・焼肉,ステーキ,渋谷区宇田川町33-10J+RビルJサイド2F,03-6277-5431,
Bistro Horitetsu,飲食,外国料理,フランス料理,渋谷区宇田川町42-15中島ビルB1,03-6427-0200,
Bistro 本当のはじまり,飲食,居酒屋,ダイニング・バー,渋谷区代々木1-52-5ベルテ南新宿B1階,090-8149-2924,
ビストロボルドー,飲食,外国料理,フランス料理,渋谷区円山町12-10　HTマルヤマ,03-6452-5111,
ビババンコ,飲食,外国料理,イタリア料理,渋谷区元代々木町12-7ザサードヨヨギウエハラ1階,03-5452-4425,
VIVE LA VIE,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷2-4-6サンゼンビルB1,03-5485-5498,
美味飲茶酒樓,飲食,外国料理,中国料理,渋谷区猿楽町11-6サンローゼ代官山204,03-3770-2168,
BE A GOOD  NEIGHBOR SENDAGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-51-6,03-5770-3195,https://beagoodneighbor.net
B.M.L,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町32-7HULIC &New UDAGAWA11階,03-6416-0990,
ビーグル,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原3-23-6K'sスクエア1F,03-5790-7663,
BW01,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿4-27-7S:vort恵比寿 3F,03-6409-6758,
BeefGarden恵比寿,飲食,ステーキ・焼肉,焼肉,渋谷区恵比寿4-10-8orange恵比寿1F,03-6277-2078,https://tabelog.com/tokyo/A1303/A130302/13195568/
Be full,飲食,その他(バー・クラブ・スナックなど),ラウンジ,渋谷区道玄坂2-8-8コスモ渋谷会館601号,03-3476-4625,
ビール100円たんと,飲食,居酒屋,居酒屋,渋谷区道玄坂1-9-1梅山ビルB1F,080-4736-5793,
BEANS&BEANSぽえむ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚1-48-14ショッピングモール笹塚21　2F,03-5738-7501,
Pieni Joki Coffee,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚3-14-1荻野荘1F,03-6276-0369,
ピコデガヨ原宿表参道店,飲食,外国料理,その他,渋谷区神宮前6-4-2神宮前Fビル一階,080-3589-6688,
Pigeon,飲食,外国料理,フランス料理,渋谷区上原3-1-3タカダビル1F,03-6427-7615,https://www.pigeonyoyogiuehara.com/
PIZZA SLICE,飲食,外国料理,その他,渋谷区猿楽町1-3 1F,03-5428-5166,
pipal,飲食,外国料理,フランス料理,渋谷区宇田川町42-11プラザ51 1F,03-3464-3857,http://www.pipal.co.jp
ピポンペン,飲食,喫茶店・カフェ,パーラー,渋谷区神山町40-1鈴井ビル 2F,03-6407-8345,
PiNCHO!,飲食,外国料理,スペイン料理,渋谷区桜丘町1-4渋谷サクラステージ　SHIBUYAサイド　1階,03-6416-1106,https://pincho.tokyo/
PDX TAPROOM,飲食,居酒屋,ダイニング・バー,渋谷区神宮前5-30-2第一タカラビル202,03-6450-5455,
ファイブボトルス,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区恵比寿南1-14-1山口ビル101,03-6303-0452,
ファイヤーキングカフェ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-30-9代々木上原ハイツ,03-3469-7911,
FabuDine.,飲食,居酒屋,ダイニング・バー,渋谷区広尾5-19-12広尾テラス1階,03-6450-3020,
Famiglia,飲食,外国料理,イタリア料理,渋谷区神宮前2-19-15コーポ松園202,03-6875-8944,
ファミリー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷1-10-2志水ビルB1,090-8507-8728,
ファンアイス fun.ice!,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-64-4 1F,080-4342-1522,https://www.facebook.com/fun.iceFromTokyoYoyogi/
ファームマートアンドフレンズ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木3丁目9番5号,070-1381-8042,
FiGARO原宿H-14,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神宮前2丁目19番13号J2ビル1F,03-3404-1144,
FIL#,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原1-7-8ツインパレスk.i103,050-5361-8428,
